region,server_age,server_age_years,operational_co2_g,embodied_co2_g,total_co2_g,latency_ms,sla_met,carbon_intensity,carbon_debt_ratio,power_w,task_id,strategy,workload_type,duration_seconds,execution_time
Eastern,medium,2.0,0.006863,0.0,0.006863,120,True,748,0.5,93.6,task_000152,predictive_lr,api_request,0.42344631593498655,2025-11-09T14:27:16.095796
Northern,medium,2.0,0.307544,0.0,0.307544,70,True,533,0.5,93.6,task_000153,predictive_lr,data_processing,26.631002470338974,2025-11-09T14:28:26.092296
Eastern,medium,2.0,0.005542,0.0,0.005542,120,True,748,0.5,93.6,task_000154,predictive_lr,api_request,0.3419390482919972,2025-11-09T14:30:34.299552
Northern,medium,2.0,0.219235,0.0,0.219235,70,True,533,0.5,93.6,task_000155,predictive_lr,data_processing,18.984127251753335,2025-11-09T14:31:11.392154
Northern,medium,2.0,5.495736,0.0,5.495736,70,True,533,0.5,93.6,task_000156,predictive_lr,scheduled_job,475.88997806832526,2025-11-09T14:34:00.229104
Northern,medium,2.0,0.271718,0.0,0.271718,70,True,533,0.5,93.6,task_000157,predictive_lr,ml_inference,23.528744785223708,2025-11-09T14:34:02.561588
Eastern,medium,2.0,0.002402,0.0,0.002402,120,True,748,0.5,93.6,task_000158,predictive_lr,api_request,0.1481939723720895,2025-11-09T14:34:06.458449
Eastern,medium,2.0,0.006541,0.0,0.006541,120,True,748,0.5,93.6,task_000159,predictive_lr,api_request,0.40357032913710994,2025-11-09T14:36:32.723877
Northern,medium,2.0,0.194851,0.0,0.194851,70,True,533,0.5,93.6,task_000160,predictive_lr,data_processing,16.872642355131116,2025-11-09T14:37:53.075872
Eastern,medium,2.0,0.067253,0.0,0.067253,120,True,748,0.5,93.6,task_000161,predictive_lr,data_processing,4.149734214373712,2025-11-09T14:41:05.616295
Eastern,medium,2.0,0.006815,0.0,0.006815,120,True,748,0.5,93.6,task_000162,predictive_lr,api_request,0.4204763012134906,2025-11-09T14:42:03.812908
Eastern,medium,2.0,0.002635,0.0,0.002635,120,True,748,0.5,93.6,task_000163,predictive_lr,api_request,0.1626113329293689,2025-11-09T14:42:18.498927
Northern,medium,2.0,0.469013,0.0,0.469013,70,True,533,0.5,93.6,task_000164,predictive_lr,ml_inference,40.613043532368685,2025-11-09T14:43:33.081223
Northern,medium,2.0,0.303937,0.0,0.303937,70,True,533,0.5,93.6,task_000165,predictive_lr,data_processing,26.318681582650413,2025-11-09T14:44:25.161004
Eastern,medium,2.0,0.116634,0.0,0.116634,120,True,748,0.5,93.6,task_000166,predictive_lr,data_processing,7.196638618409272,2025-11-09T14:46:35.850302
Eastern,medium,2.0,0.01251,0.0,0.01251,120,True,748,0.5,93.6,task_000167,predictive_lr,api_request,0.771877875015831,2025-11-09T14:47:07.774305
