region,server_age,server_age_years,operational_co2_g,embodied_co2_g,total_co2_g,latency_ms,sla_met,carbon_intensity,carbon_debt_ratio,power_w,task_id,strategy,workload_type,duration_seconds,execution_time
Eastern,medium,2.5,0.006569,0.000715,0.007284,120,True,615.7,0.5,93.6,task_000154,balanced,api_request,0.3419390482919972,2025-11-09T14:30:34.299552
Eastern,medium,2.5,0.364682,0.039704,0.404386,120,True,615.7,0.5,93.6,task_000155,balanced,data_processing,18.984127251753335,2025-11-09T14:31:11.392154
Northern,medium,2.5,7.842591,0.995283,8.837874,70,True,528.2,0.5,93.6,task_000156,balanced,scheduled_job,475.88997806832526,2025-11-09T14:34:00.229104
Eastern,medium,2.5,0.451983,0.049208,0.501192,120,True,615.7,0.5,93.6,task_000157,balanced,ml_inference,23.528744785223708,2025-11-09T14:34:02.561588
Eastern,medium,2.5,0.002847,0.00031,0.003157,120,True,615.7,0.5,93.6,task_000158,balanced,api_request,0.1481939723720895,2025-11-09T14:34:06.458449
Eastern,medium,2.5,0.007753,0.000844,0.008597,120,True,615.7,0.5,93.6,task_000159,balanced,api_request,0.40357032913710994,2025-11-09T14:36:32.723877
Eastern,medium,2.5,0.324121,0.035288,0.359408,120,True,615.7,0.5,93.6,task_000160,balanced,data_processing,16.872642355131116,2025-11-09T14:37:53.075872
Eastern,medium,2.5,0.079716,0.008679,0.088395,120,True,615.7,0.5,93.6,task_000161,balanced,data_processing,4.149734214373712,2025-11-09T14:41:05.616295
Eastern,medium,2.5,0.008077,0.000879,0.008957,120,True,615.7,0.5,93.6,task_000162,balanced,api_request,0.4204763012134906,2025-11-09T14:42:03.812908
Eastern,medium,2.5,0.003124,0.00034,0.003464,120,True,615.7,0.5,93.6,task_000163,balanced,api_request,0.1626113329293689,2025-11-09T14:42:18.498927
Eastern,medium,2.5,0.78017,0.084939,0.865109,120,True,615.7,0.5,93.6,task_000164,balanced,ml_inference,40.613043532368685,2025-11-09T14:43:33.081223
Eastern,medium,2.5,0.505578,0.055043,0.560621,120,True,615.7,0.5,93.6,task_000165,balanced,data_processing,26.318681582650413,2025-11-09T14:44:25.161004
Eastern,medium,2.5,0.138246,0.015051,0.153297,120,True,615.7,0.5,93.6,task_000166,balanced,data_processing,7.196638618409272,2025-11-09T14:46:35.850302
Eastern,medium,2.5,0.014828,0.001614,0.016442,120,True,615.7,0.5,93.6,task_000167,balanced,api_request,0.771877875015831,2025-11-09T14:47:07.774305
